,reviews,ratings,dine_in_time
1415,The food was delicious and the service was always polite and on time!,4," July 29, 2016"
1416,Took over 20 minutes to get my check. Kept bringing back low-value cuts of meat to the table.,3," July 28, 2016"
1417,"The lamb was great, all of the cuts of beef were amazing, the cheeses were top-notch, the appetizer bar was decent. There was only one type of soup, but it was delicious, and nobody goes to a Brazilian steakhouse for the soup. The Garlic Sirloin served rare is my favorite cut of meat to date.<br/><br/>The valet parking was also cheaper than parking in any of the nearby garages.",5," July 24, 2016"
1418,The quantity and quality is outstanding with a very attentive staff. You will not go hungry and the experience is fantastic.,5," July 23, 2016"
1419,Fogo de Chao was an excellent dining experience not only would I go there again but I would absolutely recommend it!!,5," July 22, 2016"
1420,"Good and service were good.  Perhaps not amazing.    For the price it should be amazing.   One of my kids got his money's worth.  My husband enjoyed the meat but probably didn't quite eat enough.  My other son only eats chicken and there was only one chicken option , which he enjoyed but still    I'm a vegetarian and I knew this wouldn't be vegetarian heaven but anticipated the salad bar with rice and beans.   Only problem the beans had meat in it.   Isn't there already plenty of meat?    A vegetarian option for beans would be an inexpensive nice touch   Overall nice meal but I think there are better places to get Brazilian food",4," July 21, 2016"
1421,Great quality and dependable business meal. It's slightly less expensive for lunch- but there are fewer available meat options.  It's still an embarrassment of riches and very impressive.  The room is nicely appointed and the wait staff is very helpful and gracious.   Surprisingly great for vegetarians with lots of interesting non-meat choices.,4," July 21, 2016"
1422,"I've been to quite a few steakhouses and not one comes close to Fogo de Chao. Fogo de Chao knows how to serve well done meat so that it's still tender, no blood and flavorful. My favorite are the lamb chops because it's hard to find lamb chops on other menus. No need to add sauce(s) or ketchup to the meats.",1," July 20, 2016"
1423,Fun!!!! Delicious. Love the salad bar!! You will leave stuffed!,4," July 19, 2016"
1424,"We have dined here before and thought the salad bar was less varied and interesting than what we remember.  The salad bar was a main feature in the past but it was disappointing this time.  Food was fine but not outstanding as was service.  First round of coffees was luke warm.  Found the ambiance a little too noisy, but acceptable.  Overall, not at all good value considering the price and would not recommend.",3," July 19, 2016"
1425,"Great service. Went for a 30th birthday date with my wife, and the service was great! They took great care of us, and made sure we got to try everything!  They even brought out a special birthday dessert for my wife, without even asking! <br/><br/>The food was amazing, but very filling!  Make sure to come here on an empty stomach if you want to try all the different meats!",5," July 17, 2016"
1426,"Compared to the location in Chicago, I was disappointed in the meat. For me, Brazilian meat is synonymous with wonderful flavor and seasoning, a very distinct taste, which this location did not have. I found the meat rather bland and much to rare for my liking. Since the meat is the star of this type of eatery, I left rather disappointed.",4," July 17, 2016"
1427,"This was one of the best Brazilian steak house restaurants we've been to in a while. The service was great, although it wasn't very busy at the time. I don't know how it would be if the place was full. <br/><br/>The quality of the meats was great other than the chicken wrapped in bacon which was quite dry and the salad bar had decent selection, not as varied as some Brazilian steak houses we've been to but it was good.<br/><br/>I look forward to visiting this restaurant again.",4," July 17, 2016"
1428,"The service and ambience at Fogo were great. My husband and I were celebrating our anniversary, and the staff made us feel welcome and special. We also thoroughly enjoyed the complimentary creme brulee for dessert.",4," July 17, 2016"
1429,We celebrated  a family birthday and this is the restaurant our son picked. He adores beef and he was not disappointed. The carnivores in our party had a wonderful time trying the various offerings. The beef was superb and the offerings kept on coming. We enjoyed the various salads and the little cheesy rolls. We wanted to save room for the meat so we didn't try the soup. Watching the various meats proffered from the sword was a lot of fun. We loved it and will be back.,5," July 16, 2016"
